event,category,thread_id,n_nodes,depth,duration_min,veracity_normalized,is_rumour_normalized
charliehebdo-all-rnr-threads,non-rumours,553161360503500801,7,1,30.266666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553161401733496832,6,1,87.46666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553161458931236864,15,1,678.7666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553161476928978944,12,1,2740.55,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553161912968417280,26,1,3490.6,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553162401940770816,54,1,374.1833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553162459885096962,35,1,845.9666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553162589744926720,20,1,366.4666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553162815402672128,19,1,350.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553163190138580992,18,1,1942.5666666666664,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553163210715844608,26,1,1682.75,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553163344577064960,16,1,323.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553163722378977282,18,1,818.0166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553163862707818496,11,1,410.1,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553164185006534656,42,1,844.8333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553164303650799616,20,1,42.73333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553164381673259008,11,1,1829.0833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553164722380742656,17,1,57.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553165231275663361,13,1,53.46666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553165418639413248,10,1,163.8,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553165538499641344,43,1,77.5,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553165824979386368,7,1,478.3333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553166152344829952,31,1,1071.05,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553166766977740801,38,1,1377.4166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553166907596365824,14,1,5546.116666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553168646051475456,9,1,1629.8166666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553168698677030913,24,1,384.1333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553168792017457154,11,1,1971.35,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553169577228926976,8,1,11247.966666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553169622762262529,21,1,48.5,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553170912129056770,25,1,206.6833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553170984824733698,23,1,266.2,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553171056589279233,17,1,7840.333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553171741804359680,19,1,1412.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553171841913602048,23,1,64.03333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553171877464920064,14,1,430.3833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553171989385728000,3,1,47.7,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553172148085620738,22,1,164.8,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553172543470043136,4,1,889.3666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553172609211596800,16,1,950.5,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553172769819852800,10,1,1558.1,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553172900270727169,4,1,19.166666666666668,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553173371043995648,12,1,1208.2333333333331,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553173501369389056,29,1,1193.5333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553173654121742336,20,1,34.56666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174247506706432,11,1,11225.183333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174338380517376,205,1,11622.716666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174353735872512,23,1,437.53333333333336,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174536028303360,13,1,112.46666666666668,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174607604482048,12,1,208.71666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174639158231041,7,1,314.6166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174713061892097,14,1,536.0833333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553174789561389056,20,1,115.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553175336926449664,20,1,641.25,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553175451506855936,21,1,74.78333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553175550231986177,11,1,391.5833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553175714128990208,18,1,605.3833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553176976698376192,8,1,51.98333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553177082566836225,26,1,287.93333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553177099843149824,70,1,3020.516666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553177321218514944,15,1,430.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553177822312013825,17,1,5890.45,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553177833686589440,12,1,258.01666666666665,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553178273895956480,23,1,839.4666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553178341596233728,17,1,84.13333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553180005514366976,30,1,1286.3666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553180071775993857,6,1,119.11666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553180236591169536,59,1,5334.933333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553180503969644544,9,1,185.88333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553180729254113280,6,1,170.1,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553181386069143552,41,1,17732.883333333335,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553181500104269824,6,1,83.88333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553181586829484034,5,1,12.216666666666669,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553181899662049281,47,1,326.68333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553181902543126529,20,1,2734.483333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553181997041217537,32,1,122.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553182566564757504,15,1,12290.8,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553182889379397632,20,1,562.8166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553183067670843392,20,1,308.56666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553183099610095616,10,1,672.1333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553183420499894272,10,1,279.6666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553184082277187585,20,1,108.58333333333331,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553184390260338688,14,1,136.01666666666668,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553184451774402560,13,1,43.23333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553185404657352704,57,1,1109.2166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553185716218650624,20,1,112.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553185825065009153,20,1,403.1333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553185854165114882,5,1,37.083333333333336,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553186026811039745,30,1,6357.2,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553186457121472512,18,1,54.25,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553186515359379457,8,1,1218.1833333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553186577850335232,10,1,109.45,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553186670871597056,17,1,4545.35,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553186739326812161,8,1,159.2,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553187282295877632,21,1,106.48333333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553187649943384064,11,1,5423.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553187683510812672,10,1,108.61666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553187959835725824,22,1,8788.333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553188115033387008,4,1,36.46666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553188214522249217,23,1,59.56666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553188225691684864,6,1,138.08333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553188974811185152,30,1,1036.3666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553189165509394432,20,1,92.4,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553189490521812992,14,1,1061.6166666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553189526177579008,57,1,7802.5,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553189840913989633,82,1,4271.1,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553190655011205120,25,1,529.2333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553190729447919616,25,1,387.06666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553191800408911872,23,1,8307.833333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553192366098898945,5,1,56.333333333333336,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553192373728342016,27,1,1874.7333333333331,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553192641328734208,22,1,126.23333333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553193210269298688,22,1,115.61666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553193480319942656,33,1,442.81666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553193866057506817,21,1,170.53333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553194417239363584,18,1,9798.983333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553194557316542465,15,1,1695.35,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553194632520421376,29,1,796.75,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553195138156343296,10,1,5711.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553195806899970048,20,1,767.5833333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553195808930410496,19,1,6274.95,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553195827397926912,6,1,314.2,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553195852643442688,7,1,1562.9833333333331,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553196035133440000,44,1,107.01666666666668,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553196263064498176,19,1,294.0833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553196453938855937,23,1,150.78333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553196571194851328,17,1,6391.95,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553196930768330753,24,1,4832.866666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553196953480495105,17,1,13536.95,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553197181151481857,8,1,1572.2333333333331,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553197197618339841,21,1,330.05,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553197212726218752,20,1,124.85,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553198107278987264,22,1,1822.9,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553198268436344832,20,1,5381.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553198853487611907,5,1,5406.95,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553199664720543744,40,1,347.1333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553200085132009475,58,1,7785.483333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553200115079712768,11,1,231.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553200552142983168,3,1,28.78333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553200573387124736,20,1,544.9166666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553200726403710976,22,1,31.55,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553200769671761920,79,1,10196.05,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553201523577331712,12,1,2062.5666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553201539737976833,4,1,102.43333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553201549997277185,32,1,232.15,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553203041705664513,10,1,14142.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553203538579701760,14,1,4193.0,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553204017552457728,9,1,309.93333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553204399439642624,28,1,1886.6,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553204986474422273,74,1,3299.2,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553205115830951936,20,1,2539.516666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553205261847236608,42,1,2995.233333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553205372719472640,20,1,73.01666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553205427253829632,22,1,136.68333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553205492458475520,54,1,175.66666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553205691742425088,5,1,361.25,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553206096131670016,23,1,54.55,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553206304396038145,11,1,1709.9166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553206989925658624,17,1,3369.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553207216774590464,9,1,15.566666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553207267685060608,6,1,342.1333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553207514222063618,8,1,74.86666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553208300607922177,11,1,99.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553208762291339265,15,1,2962.55,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553209232712294401,10,1,881.7333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553209341520535552,18,1,5587.55,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553209843939831809,21,1,1370.7666666666669,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553209912550240256,84,1,203.4833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553209917944131585,36,1,50.98333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553209983845023745,23,1,239.13333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553210080829906945,15,1,4945.183333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553210306877739008,100,1,163.81666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553210869010935808,21,1,117.36666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553211397782654976,19,1,231.88333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553212333867012096,31,1,65.38333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553212338728603648,9,1,35.46666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553212702714499074,6,1,69.05,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553213326277500929,21,1,143.21666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553213361350262784,25,1,285.3833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553213362713399297,7,1,92.56666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553213740137467907,37,1,929.1,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553214219899117568,50,1,2700.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553214358948683776,7,1,65.08333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553214597055135744,6,1,377.51666666666665,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553214612569456640,8,1,190.15,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553214700155330560,51,1,1087.3333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553214726629781505,22,1,127.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553214783647145984,22,1,1325.7166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215305917665280,20,1,702.7,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215313807163392,8,1,51.23333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215362058440704,19,1,782.8333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215383256432640,49,1,41.43333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215523602046976,47,1,1537.2833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215634864345088,24,1,5604.816666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215658784456705,20,1,279.1666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215879979085829,22,1,67.05,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553215929107382275,24,1,57.16666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553216451780554752,55,1,321.1,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553216460164968449,14,1,1252.9166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553216874130206721,21,1,7316.266666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553218001181605889,16,1,1316.0666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553218083410952192,6,1,517.15,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553218279557582849,4,1,323.4833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553218281705066496,16,1,918.6333333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553218599390040065,27,1,62.8,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553219047048105985,21,1,3375.35,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553219195056693249,22,1,188.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553219651594125312,38,1,342.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553219770053443585,5,1,1811.8833333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553220054184382465,21,1,524.3,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553220172925132800,20,1,5863.816666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553220369721483266,23,1,263.46666666666664,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553221281181859841,35,1,693.9833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553221293298819074,20,1,923.1333333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553221319345844225,5,1,5780.6,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553222038379180032,16,1,969.25,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553222048924049408,7,1,942.25,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553222727700865025,25,1,13036.0,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553223681409703937,33,1,898.8833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553223882128490496,81,1,1764.95,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553223992300285952,12,1,2650.25,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553224082213601280,22,1,113.01666666666668,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553224215676354560,14,1,172.36666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553224402012078081,78,1,1284.1,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553224764924243969,6,1,67.95,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553225359928213505,11,1,259.35,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553225402282692608,10,1,38.66666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553225701701066752,6,1,4501.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553225809444749313,5,1,55.11666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553225828625297408,7,1,45.766666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553226059836297216,12,1,265.46666666666664,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553226143307161600,20,1,215.13333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553226479904231424,13,1,5286.466666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553226624976420864,41,1,1712.4333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227220765130752,23,1,47.0,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227238829981698,22,1,289.3666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227258782306304,15,1,5282.95,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227288859664384,34,1,1717.0333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227389061582848,17,1,266.4833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227441712668672,5,1,938.0333333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227856046596097,6,1,80.11666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553227906449960961,20,1,209.53333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553228482927263744,6,1,13146.616666666669,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553228535511650305,23,1,466.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553228537084116993,23,1,3772.25,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553229177055219713,36,1,4605.466666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553229592480481281,21,1,170.83333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553229626756329472,8,1,225.28333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553229808260632578,24,1,1653.6333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553229948153262081,20,1,183.1833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553229956830875650,21,1,1227.4666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553230256992423936,23,1,989.55,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553230614712033283,12,1,479.4333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553231516290269184,11,1,717.6166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553231667523883009,24,1,217.4833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553232531827740672,14,1,759.1166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553232704708546561,20,1,297.6,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553233130275221504,16,1,622.8333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553233414145310720,19,1,161.21666666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553234456522522624,17,1,252.05,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553234578086055937,56,1,1589.1333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553235360722214912,10,1,1577.35,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553236009081921536,6,1,212.01666666666668,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553462249562832897,20,1,5039.05,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553463773844238337,33,1,330.5833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553465105028222976,30,1,10425.9,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553466755411369985,6,1,35.516666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553468593141469184,30,1,590.5,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553469263650906112,33,1,274.4,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553470907629707266,37,1,4677.75,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553472557978902529,4,1,11480.8,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553473369539366912,14,1,21.966666666666665,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553473559352606720,14,1,151.03333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553473629854646272,12,1,4494.583333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553476288103477249,22,1,428.56666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553478014785187840,36,1,1040.1333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553479280014151681,110,1,1950.7166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553479401296625664,44,1,407.56666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553480257747963905,25,1,1056.4,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553480333954678784,20,1,368.81666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553480876315901953,147,1,11866.216666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553480900869361664,23,1,4205.366666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553481335948709888,3,1,89.03333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553481963864993792,21,1,11562.683333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553483707122995201,8,1,4241.483333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553484530804613120,7,1,542.35,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553484619426062336,27,1,60.23333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553485654030446592,45,1,6594.5,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553485866346483713,3,1,1325.15,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553486601146617856,58,1,4358.4,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553487356733313024,12,1,586.65,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553487579077550082,19,1,7667.866666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553487625815064576,27,1,964.7333333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553488850363101184,20,1,39.333333333333336,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553489837542899712,30,1,4923.783333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553490160344502273,18,1,2120.9333333333334,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553490241445965824,20,1,1627.3666666666666,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553490358748061696,5,1,29.633333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553491005971132416,16,1,337.8333333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553491517462315008,38,1,1635.5833333333333,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553491604917334016,20,1,296.5,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553491924015783936,12,1,778.1166666666667,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553492305521672192,39,1,2004.3833333333332,Unverified,
charliehebdo-all-rnr-threads,non-rumours,553492417023057920,9,1,176.08333333333334,Unverified,
