thread_id,n_bins,auc_M_base,M_final_base,peak_M_base,peak_t_base,runs_base,veracity_bucket
524946609453678593,18,82.475,5.05,5.05,2.9,20,unverified
524946753154727936,8,17.75,2.9,2.9,2.55,20,unverified
524946808271671297,2,1.4,1.5,1.5,0.2,20,unverified
524946921547628545,9,38.8,5.35,5.35,3.05,20,unverified
524947030616313856,988,6887.85,7.4,7.4,258.55,20,unverified
524947036228317184,18,37.725,2.55,2.55,4.1,20,unverified
524947071770435585,28,50.6,2.35,2.35,9.05,20,unverified
524947129354420225,5,15.75,4.3,4.3,1.5,20,unverified
524947149134774272,17,20.975,1.65,1.65,5.6,20,unverified
524947196131966976,154,647.85,4.85,4.85,59.8,20,false
524947414050816000,11,18.5,2.1,2.1,2.4,20,unverified
524947416869388288,8,8.55,1.5,1.5,2.1,20,false
524947424482435073,23,115.525,6.7,6.7,17.5,20,unverified
524947475858472960,1,2.6,2.6,2.6,0.0,20,unverified
524947502903345153,49,91.325,2.15,2.15,12.0,20,unverified
524947604690702336,35,51.975,2.2,2.2,19.8,20,unverified
524947674164760577,12,37.275,6.3,6.3,10.75,20,unverified
524947716393414656,926,6907.7,8.7,8.7,520.75,20,unverified
524947744809418752,71,126.25,2.3,2.3,35.0,20,false
524947867975561216,24,64.85,3.05,3.05,5.25,20,false
524947870735429632,6,9.9,2.55,2.55,2.8,20,false
524947964620701696,11,27.675,2.95,2.95,1.9,20,false
524947971679744000,28,63.55,2.7,2.7,8.55,20,false
524948206023880704,41,208.7,7.2,7.2,34.0,20,unverified
524948264148160513,26,73.325,3.35,3.35,10.75,20,unverified
524948264886759424,25,69.025,3.5,3.5,11.5,20,unverified
524948268355051520,3,2.875,1.85,1.85,1.1,20,unverified
524948520605069312,10,53.7,6.15,6.15,1.75,20,unverified
524948554344054785,1,2.05,2.05,2.05,0.0,20,false
524948618776944640,10,34.525,4.3,4.3,4.35,20,unverified
524948703850029056,2,1.85,1.9,1.9,0.1,20,false
524948710812581888,271,1594.425,6.35,6.35,97.0,20,unverified
524948790227517440,53,178.575,3.6,3.6,8.9,20,unverified
524948866773184512,89,136.525,1.8,1.8,22.0,20,false
524948941956448257,29,79.9,3.05,3.05,5.6,20,unverified
524949021744713728,2,1.95,2.1,2.1,0.3,20,false
524949026064850944,1,1.85,1.85,1.85,0.0,20,false
524949028728221698,53,162.425,3.6,3.6,20.8,20,unverified
524949069945634816,21,74.8,5.0,5.0,15.25,20,unverified
524949073154301952,6,13.375,3.25,3.25,2.55,20,false
524949136173694976,23,69.675,5.55,5.55,18.2,20,unverified
524949243883425793,87,568.975,6.85,6.85,13.75,20,unverified
524949306101743616,4,7.425,2.8,2.8,1.25,20,false
524949339131904000,396,1168.7,3.2,3.2,94.0,20,unverified
524949435886096385,423,2281.2,5.8,5.8,146.45,20,unverified
524949439367380993,1,1.65,1.65,1.65,0.0,20,false
524949443607412737,6,8.25,2.1,2.1,2.5,20,false
524949526487265280,4,17.4,6.6,6.6,1.65,20,false
524949628689461249,43,137.875,3.7,3.7,15.8,20,false
524949733983657984,12,25.0,2.75,2.75,5.5,20,false
524949828711620608,8,24.4,4.65,4.65,5.55,20,false
524949837729787905,1,1.85,1.85,1.85,0.0,20,false
524949884143927296,123,375.025,4.3,4.3,84.85,20,unverified
524949887591653376,345,1058.425,3.1,3.1,6.85,20,false
524949897221795840,538,2618.975,5.2,5.2,107.4,20,unverified
524949939755810817,2,1.675,1.75,1.75,0.15,20,unverified
524950117192044544,1,2.0,2.0,2.0,0.0,20,unverified
524950159160250368,2,5.45,6.55,6.55,0.95,20,unverified
524950264303075328,1,1.55,1.55,1.55,0.0,20,false
524950321064607744,23,28.125,1.35,1.35,1.65,20,unverified
524950339074523137,9,45.375,6.5,6.5,4.35,20,unverified
524950395110842369,19,39.3,2.85,2.85,9.85,20,unverified
524950404283772930,11,46.85,5.1,5.1,3.5,20,unverified
524950455743291392,6,28.975,7.25,7.25,3.9,20,unverified
524950507023245313,2,1.7,1.85,1.85,0.3,20,unverified
524950584349454337,5,8.775,2.5,2.5,1.5,20,unverified
524950679274942464,15,66.95,5.65,5.65,9.1,20,unverified
524950887119482882,36,138.7,4.65,4.65,15.35,20,false
524950899899113473,43,125.875,3.5,3.5,14.7,20,unverified
524951279760867328,12,19.175,2.25,2.25,5.45,20,unverified
524951314556796929,7,25.8,4.5,4.5,1.35,20,false
524951419175309312,4,8.575,3.25,3.25,1.25,20,false
524951439417044992,25,59.65,3.2,3.2,14.05,20,unverified
524951585231994880,17,67.125,4.9,4.9,7.2,20,false
524951625556066304,32,127.45,4.35,4.35,5.9,20,unverified
524951696376487936,1,1.8,1.8,1.8,0.0,20,unverified
524951711941922818,7,17.8,3.65,3.65,2.85,20,false
524951893467234304,5,8.9,2.7,2.7,1.95,20,unverified
524951948337098752,25,60.175,3.1,3.1,12.55,20,unverified
524952005157347328,157,246.2,2.1,2.1,72.25,20,unverified
524952322703900672,2,5.275,5.85,5.85,0.75,20,unverified
524952341561491459,12,32.9,3.6,3.6,5.95,20,unverified
524952437137092608,2,4.925,5.7,5.7,0.85,20,unverified
524952808110694400,11,22.05,2.8,2.8,5.4,20,unverified
524952883343925249,65,351.525,5.7,5.7,9.75,20,unverified
524952995034042368,9,25.4,3.55,3.55,3.05,20,false
524953017389707264,51,163.375,3.4,3.4,6.1,20,false
524953077456318464,288,660.125,2.65,2.65,100.6,20,unverified
524953110285152256,34,106.775,3.95,3.95,20.55,20,unverified
524953391634866176,18,46.075,3.35,3.35,8.95,20,unverified
524953508978909185,120,560.575,6.45,6.45,106.15,20,unverified
524953530193301505,147,711.725,6.2,6.2,115.5,20,unverified
524953569762766848,14,52.9,4.7,4.7,5.3,20,unverified
524953604717686784,25,99.5,6.25,6.25,19.95,20,false
524953767402553345,3,3.075,2.1,2.1,1.3,20,unverified
524953840127574016,3,7.65,4.0,4.0,0.55,20,false
524953918166794240,19,39.75,2.6,2.6,7.0,20,false
524954028287877121,18,32.725,2.6,2.6,9.4,20,false
524954105471840256,1,1.7,1.7,1.7,0.0,20,unverified
524954161054756864,119,394.9,4.65,4.65,97.35,20,unverified
524954241547632640,55,194.525,4.1,4.1,25.85,20,unverified
524954262657581057,132,322.45,2.9,2.9,53.4,20,unverified
524954313337364480,7,7.9,1.5,1.5,1.2,20,unverified
524954586696933377,38,118.925,3.75,3.75,17.45,20,false
524954623145431041,79,130.325,2.2,2.2,35.2,20,unverified
524954630279925760,14,28.4,2.85,2.85,7.7,20,unverified
524954661703680000,3,4.8,2.4,2.4,0.0,20,unverified
524954833648771072,23,71.175,3.95,3.95,11.65,20,false
524955083297931264,85,233.45,3.15,3.15,22.1,20,unverified
524955102554361856,44,198.45,5.45,5.45,22.1,20,unverified
524955159840182272,36,107.85,3.5,3.5,14.75,20,false
524955170200121344,15,18.3,1.5,1.5,2.8,20,unverified
524955243185176576,5,10.55,3.1,3.1,1.6,20,unverified
524955251464736768,108,313.375,3.85,3.85,86.3,20,unverified
524955304199352320,35,47.8,1.8,1.8,13.6,20,false
524955317201666048,65,110.525,2.1,2.1,23.3,20,unverified
524955385480753153,73,310.5,5.45,5.45,47.45,20,unverified
524955386697515008,24,146.45,7.25,7.25,11.2,20,unverified
524955388190662657,38,203.85,5.65,5.65,4.95,20,unverified
524955557686284288,2,1.775,1.9,1.9,0.25,20,false
524955620538343426,13,37.9,3.35,3.35,2.3,20,unverified
524955850591334403,23,61.35,3.8,3.8,16.65,20,unverified
524956007324082177,1,1.85,1.85,1.85,0.0,20,unverified
524956129017995264,19,119.975,6.8,6.8,2.3,20,false
524956168754843648,8,10.0,1.8,1.8,2.8,20,unverified
524956294395224064,29,62.025,2.55,2.55,7.85,20,false
524956372199555072,18,31.025,2.05,2.05,4.0,20,false
524956383318650880,7,26.775,6.0,6.0,4.45,20,false
524956449836130304,6,5.9,1.45,1.45,1.5,20,unverified
524956518404198400,98,192.825,2.35,2.35,34.85,20,unverified
524956648151191553,9,14.975,2.2,2.2,2.75,20,unverified
524956731638841344,48,118.425,3.0,3.0,18.45,20,unverified
524957105296404480,270,1059.85,4.25,4.25,66.55,20,unverified
524957429889777665,192,897.35,5.15,5.15,80.65,20,unverified
524957517294886912,8,27.75,5.65,5.65,5.75,20,false
524957566502445056,5,11.725,3.3,3.3,1.45,20,false
524957647653863424,6,10.175,2.35,2.35,1.75,20,unverified
524957752138149888,10,22.675,2.95,2.95,3.5,20,false
524957773810135040,9,30.425,4.65,4.65,5.85,20,unverified
524957872296583168,14,87.55,6.95,6.95,2.45,20,unverified
524957925157384192,123,351.575,3.7,3.7,84.25,20,unverified
524957974226550784,12,20.1,2.45,2.45,6.5,20,unverified
524957978806743040,130,1007.625,8.25,8.25,38.7,20,unverified
524958128392376320,46,122.65,3.1,3.1,16.45,20,false
524958173245870080,21,29.85,1.8,1.8,6.3,20,unverified
524958227768020992,4,7.975,3.25,3.25,1.65,20,false
524958238316298240,245,1718.575,7.15,7.15,21.7,20,unverified
524958384060366849,2,5.225,5.9,5.9,0.9,20,unverified
524958409381384192,7,35.325,6.8,6.8,3.95,20,unverified
524958498770395137,413,2057.4,5.15,5.15,59.0,20,unverified
524958516822671360,41,138.775,5.05,5.05,32.0,20,unverified
524958599433691136,25,54.275,2.4,2.4,2.95,20,false
524958741259886592,13,21.0,2.0,2.0,3.15,20,unverified
524958743000125440,3,2.5,1.4,1.4,0.4,20,false
524958992330522624,9,28.425,4.6,4.6,6.05,20,unverified
524959027516932096,66,232.5,4.0,4.0,26.35,20,false
524959090125320193,18,34.875,2.9,2.9,7.4,20,unverified
524959332656349187,31,66.425,2.85,2.85,15.85,20,false
524959390332239872,149,429.8,3.35,3.35,60.55,20,unverified
524959630158725120,306,1913.525,6.55,6.55,81.2,20,false
524959715957424128,5,6.7,2.05,2.05,1.8,20,unverified
524959778125385728,107,660.375,7.1,7.1,34.4,20,unverified
524959809402331137,21,115.675,5.9,5.9,2.5,20,unverified
524959836778536961,11,17.275,2.5,2.5,7.0,20,false
524960245509287936,169,593.9,4.65,4.65,113.85,20,unverified
524960247518330881,82,343.675,4.6,4.6,26.8,20,unverified
524960277348233216,27,94.15,4.65,4.65,17.6,20,unverified
524960580944560128,47,96.175,3.35,3.35,33.75,20,unverified
524960814944747520,287,1712.525,6.3,6.3,83.35,20,unverified
524960851493924864,13,24.275,2.6,2.6,6.7,20,unverified
524961016904294400,10,37.4,6.0,6.0,7.65,20,unverified
524961055211286528,27,61.45,3.05,3.05,13.55,20,unverified
524961070465945600,70,204.125,3.45,3.45,31.1,20,unverified
524961362448240642,9,12.525,1.8,1.8,2.1,20,false
524961408740380672,23,35.075,1.95,1.95,7.9,20,unverified
524961561677680640,49,66.075,1.9,1.9,21.0,20,unverified
524961589406216192,873,5036.75,5.9,5.9,104.9,20,unverified
524961659685588995,10,16.925,2.1,2.1,2.2,20,false
524961721744900097,225,1329.15,6.05,6.05,23.55,20,unverified
524961908903149568,1,1.3,1.3,1.3,0.0,20,false
524962072262881280,7,31.8,5.6,5.6,1.5,20,false
524962142563610625,10,18.175,2.7,2.7,5.75,20,unverified
524962199543230464,12,42.125,4.35,4.35,4.05,20,false
524962450786226176,340,1675.05,6.45,6.45,176.05,20,unverified
524962748237889536,6,19.575,5.1,5.1,3.8,20,unverified
524963002768842752,239,959.275,4.4,4.4,85.4,20,unverified
524963322525798400,119,514.975,5.2,5.2,73.4,20,unverified
524963878904823808,49,207.925,5.85,5.85,35.6,20,unverified
524964129745174528,13,49.175,4.6,4.6,4.75,20,unverified
524964223185850368,6,7.575,2.1,2.1,2.6,20,unverified
524964278030172160,159,321.9,2.35,2.35,48.75,20,unverified
524964279456653312,10,16.425,2.35,2.35,4.15,20,unverified
524964457936863232,44,167.475,4.9,4.9,27.25,20,unverified
524964564018790400,25,67.9,3.0,3.0,4.0,20,false
524964630221705216,96,292.85,3.45,3.45,28.7,20,unverified
524964929083023360,10,27.7,7.0,7.0,8.85,20,unverified
524964948683005952,51,143.125,2.95,2.95,2.55,20,false
524964989975937024,96,232.65,2.75,2.75,25.6,20,false
524965026256662528,44,82.725,2.75,2.75,25.15,20,unverified
524965047647617024,66,84.7,1.7,1.7,26.0,20,unverified
524965077318107137,2,1.6,1.85,1.85,0.5,20,unverified
524965165759221760,4,14.625,5.65,5.65,1.7,20,unverified
524965242213007360,6,15.525,3.35,3.35,1.35,20,unverified
524965406377664512,149,596.425,4.3,4.3,32.7,20,unverified
524965597793107968,518,1443.55,3.4,3.4,311.55,20,unverified
524965701535412224,97,341.925,4.35,4.35,41.0,20,unverified
524965723672961024,13,80.625,6.85,6.85,1.15,20,unverified
524965775036387329,35,62.825,2.25,2.25,11.35,20,unverified
524965786059026432,3,4.575,3.0,3.0,1.6,20,unverified
524966392702189569,2,2.2,2.4,2.4,0.4,20,false
524966565788520448,276,596.625,2.6,2.6,114.25,20,unverified
524966572277129216,4,13.325,5.3,5.3,2.3,20,unverified
524966582544781313,13,73.075,6.75,6.75,7.1,20,unverified
524966596897685504,4,6.375,2.75,2.75,1.95,20,unverified
524966770428243968,2,2.55,2.75,2.75,0.4,20,unverified
524966904885428226,9,13.65,2.1,2.1,3.1,20,unverified
524966946467749888,64,208.0,4.3,4.3,39.6,20,unverified
524967298604359684,76,226.05,3.7,3.7,45.2,20,unverified
524967376719466496,1,5.8,5.8,5.8,0.0,20,unverified
524967510563889152,1,1.35,1.35,1.35,0.0,20,unverified
524967572689522688,7,31.3,6.25,6.25,4.5,20,unverified
524967620588896256,5,14.475,4.15,4.15,2.15,20,false
524967631171117056,4,4.475,1.7,1.7,0.75,20,unverified
524968185016360960,11,23.425,3.3,3.3,7.2,20,unverified
524968205690089472,13,46.425,4.65,4.65,5.5,20,unverified
524968293577158656,6,13.45,3.55,3.55,3.45,20,unverified
524968330172850177,50,92.4,2.45,2.45,25.2,20,unverified
524968337747767298,2,2.35,2.55,2.55,0.4,20,false
524968466559033345,112,497.525,5.05,5.05,49.8,20,unverified
524968564306882560,125,354.425,3.95,3.95,87.95,20,unverified
524969137660231680,26,50.475,2.4,2.4,8.95,20,unverified
524969144832491520,9,28.5,6.2,6.2,7.35,20,unverified
524969201102901248,17,84.85,7.2,7.2,14.1,20,unverified
524969415318982657,1,1.45,1.45,1.45,0.0,20,unverified
524969431534153728,9,16.475,2.75,2.75,3.85,20,unverified
524969483317026816,29,196.875,7.3,7.3,4.5,20,unverified
524969501704855552,13,58.3,5.1,5.1,3.0,20,unverified
524969679790817280,21,67.4,4.05,4.05,11.35,20,false
524969878823137280,1,1.9,1.9,1.9,0.0,20,false
524969963850051584,153,711.3,5.15,5.15,58.2,20,unverified
524970097711267841,5,18.45,5.35,5.35,2.4,20,unverified
524970488590651395,1,6.9,6.9,6.9,0.0,20,unverified
524970731202166784,5,11.5,3.45,3.45,2.25,20,unverified
524970851675176960,4,6.7,2.7,2.7,1.65,20,false
524970966842376192,103,561.7,5.6,5.6,9.35,20,unverified
524971124845985792,77,199.375,2.9,2.9,20.5,20,unverified
524971165056782337,10,16.25,2.3,2.3,4.2,20,unverified
524971492820647936,9,47.5,6.5,6.5,2.75,20,unverified
524972166006464512,8,10.675,1.95,1.95,3.2,20,unverified
524972277406773248,70,136.525,2.15,2.15,12.05,20,unverified
524972443308683264,18,25.975,2.15,2.15,7.75,20,false
524973444946202624,27,130.15,5.3,5.3,6.3,20,unverified
524973811092193280,1,2.2,2.2,2.2,0.0,20,unverified
524973920722878464,92,672.525,8.25,8.25,50.8,20,unverified
524974106308251648,5,23.15,6.4,6.4,2.35,20,unverified
524974318087061504,3,12.55,7.15,7.15,1.5,20,unverified
524974456851410944,1,1.35,1.35,1.35,0.0,20,false
524974518960652290,137,754.475,6.45,6.45,78.9,20,unverified
524974779540197376,19,88.075,5.15,5.15,4.55,20,unverified
524974786460778497,30,135.3,5.7,5.7,20.8,20,unverified
524974885362479104,19,102.175,5.85,5.85,3.15,20,unverified
524974900017373184,23,130.025,6.45,6.45,10.0,20,unverified
524974975623892992,3,4.75,2.75,2.75,0.9,20,unverified
524975031059632128,338,1570.525,4.8,4.8,44.3,20,unverified
524975093966209025,3,6.7,3.85,3.85,1.2,20,unverified
524975142641086465,16,57.3,4.5,4.5,8.0,20,unverified
524975552638504960,83,287.875,4.0,4.0,34.7,20,unverified
524975642379816960,5,5.175,1.6,1.6,1.4,20,unverified
524975705206304769,3,11.3,5.8,5.8,0.5,20,unverified
524975847846203393,1,2.45,2.45,2.45,0.0,20,unverified
524976313766273025,269,754.25,3.0,3.0,44.7,20,unverified
524976486902951936,7,15.1,3.4,3.4,4.15,20,false
524976526891417600,2,4.875,5.0,5.0,0.25,20,unverified
524976773671292928,12,14.5,1.7,1.7,4.4,20,unverified
524976835881205760,17,69.825,4.7,4.7,5.5,20,unverified
524976857822011394,49,103.125,2.75,2.75,24.25,20,unverified
524976929703997441,9,36.125,5.6,5.6,5.6,20,false
524976963862429697,36,168.525,5.4,5.4,13.85,20,unverified
524976980799000578,15,44.95,3.45,3.45,3.5,20,false
524977321430630400,16,30.675,2.4,2.4,5.45,20,false
524977651476623360,4,16.475,6.05,6.05,1.6,20,unverified
524977669902172160,14,18.95,1.65,1.65,2.6,20,unverified
524977812852461568,104,524.525,5.4,5.4,28.3,20,unverified
524977830124617728,6,24.7,5.5,5.5,2.55,20,unverified
524977992683237376,13,17.125,1.8,1.8,3.7,20,unverified
524978172110987264,3,3.925,2.4,2.4,1.15,20,unverified
524978196589334529,40,54.85,1.9,1.9,19.5,20,unverified
524978422188376064,146,391.175,3.1,3.1,56.1,20,unverified
524978526974668800,34,79.225,3.0,3.0,15.35,20,unverified
524978855531253760,11,45.525,5.05,5.05,4.05,20,unverified
524978912145985536,18,23.975,2.0,2.0,9.8,20,unverified
524978999534317568,190,554.3,3.55,3.55,102.0,20,unverified
524979070288019456,5,17.825,5.85,5.85,3.7,20,unverified
524979089787330560,281,1035.9,4.55,4.55,192.55,20,unverified
524979133366165504,7,15.475,2.85,2.85,1.75,20,unverified
524979179235069952,60,314.35,5.95,5.95,31.1,20,unverified
524979548195024898,16,80.575,6.4,6.4,10.3,20,unverified
524979668282519552,12,34.425,3.8,3.8,4.9,20,false
524979702940045313,4,10.15,4.0,4.0,1.65,20,unverified
524979756371288064,361,1146.825,3.65,3.65,154.7,20,unverified
524979881525137409,15,44.925,3.55,3.55,5.0,20,unverified
524979925343014912,35,146.3,4.35,4.35,1.85,20,unverified
524979946218061824,20,28.45,1.85,1.85,6.6,20,unverified
524980166289002496,8,43.175,6.95,6.95,3.7,20,unverified
524980219749597185,105,673.65,7.0,7.0,33.05,20,unverified
524980402495430656,689,2960.075,4.6,4.6,174.2,20,unverified
524980483479076864,5,15.025,5.85,5.85,3.6,20,unverified
524980504324358144,21,67.3,4.25,4.25,11.35,20,unverified
524980744658382848,50,122.15,2.75,2.75,10.85,20,unverified
524980775741956097,40,94.5,3.85,3.85,32.35,20,unverified
524981223291383809,6,9.9,2.25,2.25,1.5,20,false
524981427260366848,231,592.875,2.95,2.95,79.7,20,unverified
524981436252950528,455,1047.55,3.0,3.0,314.8,20,false
524981463033581568,5,12.925,3.65,3.65,1.65,20,unverified
524981513637888000,661,2616.375,4.0,4.0,17.35,20,false
524981557770350592,20,95.7,6.05,6.05,12.7,20,false
524981565462704129,16,24.825,1.8,1.8,2.25,20,unverified
524981689781870593,398,2163.05,5.75,5.75,119.85,20,unverified
524981890567385088,27,73.525,3.7,3.7,16.0,20,unverified
524981945131102211,12,24.375,2.55,2.55,3.85,20,unverified
524982066564567040,14,70.35,6.25,6.25,7.55,20,unverified
524982531075371008,3,2.9,1.75,1.75,0.8,20,unverified
524982699220803586,12,40.475,4.2,4.2,4.95,20,unverified
524982907052765184,7,32.875,5.7,5.7,0.95,20,unverified
524982954880413696,14,29.425,3.05,3.05,8.15,20,unverified
524983050187579393,18,64.75,4.65,4.65,9.3,20,false
524983146266505216,21,32.225,1.85,1.85,4.75,20,unverified
524983236712476672,208,1748.825,8.75,8.75,35.65,20,unverified
524983325275197440,5,6.2,1.9,1.9,1.6,20,unverified
524983366261936130,43,167.075,4.35,4.35,15.45,20,unverified
524983395026497536,39,166.95,5.75,5.75,27.55,20,unverified
524983403775799297,25,38.65,2.1,2.1,12.0,20,unverified
524983581983375360,59,164.775,2.85,2.85,0.75,20,false
524983599851130880,11,24.05,2.9,2.9,4.85,20,unverified
524983828000276480,497,1183.325,2.4,2.4,6.6,20,unverified
524984209505812480,342,2644.6,8.15,8.15,112.55,20,unverified
524984773211860994,22,185.9,9.35,9.35,8.1,20,unverified
524985046198157313,34,75.35,2.6,2.6,9.8,20,unverified
524985092343889920,279,1873.275,7.2,7.2,95.85,20,unverified
524985325190656000,57,173.425,3.5,3.5,17.15,20,unverified
524985687704338432,86,534.25,6.8,6.8,28.3,20,false
524986210402705408,294,1758.825,6.05,6.05,10.55,20,unverified
524986649315667968,2,5.375,6.75,6.75,1.0,20,unverified
524987107081977856,107,401.05,4.25,4.25,43.4,20,unverified
524987150413336576,26,38.875,2.15,2.15,13.3,20,unverified
524987184836005889,2,1.625,1.8,1.8,0.35,20,unverified
524987263835721728,5,6.05,1.95,1.95,2.0,20,unverified
524987432656453632,25,62.85,2.65,2.65,0.85,20,unverified
524987851046658048,239,909.675,3.85,3.85,4.95,20,unverified
524987990524047361,30,46.2,2.2,2.2,16.85,20,unverified
524988712367955970,14,43.2,4.25,4.25,7.35,20,unverified
524988783213547520,166,530.175,3.45,3.45,28.15,20,unverified
524989654995849216,12,24.875,3.15,3.15,7.2,20,unverified
524989886483673088,3,4.9,2.6,2.6,0.4,20,unverified
524990163446140928,11,22.3,2.65,2.65,4.45,20,false
524990180034609152,121,524.425,4.45,4.45,5.05,20,unverified
524990519777443840,6,16.25,3.9,3.9,2.95,20,unverified
524991067675189250,362,1686.6,4.85,4.85,59.5,20,unverified
524991119164473344,323,1453.075,5.25,5.25,168.55,20,unverified
524991470416461824,603,1049.5,2.5,2.5,403.05,20,unverified
524991576163250176,2,3.2,3.75,3.75,0.75,20,false
524991832451981312,58,327.0,5.8,5.8,3.7,20,unverified
524991844292521984,24,81.725,4.05,4.05,8.95,20,false
524992063553953792,27,50.45,2.45,2.45,11.35,20,unverified
524993009440403456,20,72.4,4.5,4.5,7.9,20,unverified
524993166651318273,17,19.2,1.2,1.2,0.0,20,unverified
524993172271665153,69,197.95,3.6,3.6,37.4,20,unverified
524993523746373633,26,109.45,5.4,5.4,15.15,20,unverified
524993533212897281,31,53.725,2.2,2.2,10.2,20,false
524993612279336960,3,12.45,6.35,6.35,0.4,20,unverified
524994218964815873,53,100.2,2.85,2.85,37.25,20,unverified
524994747883323392,20,29.95,2.3,2.3,11.75,20,unverified
524994965366382593,272,1561.95,6.4,6.4,74.6,20,unverified
524995166953033729,35,80.8,2.95,2.95,17.9,20,unverified
524995375468249088,618,1531.9,3.05,3.05,292.85,20,unverified
524995620088864768,48,188.6,4.4,4.4,15.15,20,unverified
524995771587108864,38,67.4,2.1,2.1,10.1,20,unverified
524995776578330624,256,708.575,2.8,2.8,5.6,20,unverified
524995812854489089,20,67.225,4.65,4.65,10.15,20,unverified
524995942995746819,104,192.425,2.6,2.6,55.1,20,unverified
524996383120818176,323,1006.575,3.35,3.35,69.0,20,unverified
524996756220956672,10,33.475,6.4,6.4,8.0,20,unverified
524997921042071553,9,14.575,2.15,2.15,2.8,20,unverified
524998110268096513,71,193.7,3.5,3.5,38.1,20,unverified
524998460848611328,79,527.075,7.55,7.55,33.55,20,unverified
524998881676107776,232,1202.975,5.25,5.25,7.15,20,unverified
524998906799988736,3,3.225,1.75,1.75,0.35,20,unverified
524999079127162880,3,9.0,5.3,5.3,1.55,20,unverified
525000220371734528,68,182.625,3.8,3.8,49.7,20,unverified
525000349648949250,16,59.625,6.45,6.45,14.5,20,unverified
525001708318240768,398,1011.55,2.6,2.6,19.35,20,unverified
525001895631654912,13,69.25,6.1,6.1,3.4,20,unverified
525002243100401664,14,30.45,2.85,2.85,4.45,20,false
525003253185277952,244,1797.425,7.55,7.55,28.2,20,unverified
525003468659228672,3,6.25,3.9,3.9,1.35,20,false
525005134624215041,2,6.025,6.75,6.75,0.9,20,unverified
525005137405018112,57,150.5,3.35,3.35,31.15,20,unverified
525005886272843776,47,168.45,4.95,4.95,32.75,20,unverified
525006356731166720,23,51.425,2.55,2.55,4.9,20,unverified
525006847095615489,63,136.35,2.7,2.7,28.55,20,unverified
525006853626159105,206,991.125,5.35,5.35,91.25,20,unverified
525007169956347904,272,1332.4,5.25,5.25,57.85,20,unverified
525007337724325889,45,237.85,5.75,5.75,10.9,20,unverified
525007810871164929,62,351.525,6.2,6.2,17.0,20,unverified
525008463819464704,231,530.275,2.85,2.85,108.5,20,unverified
525008469385302017,47,232.575,5.4,5.4,12.5,20,unverified
525008613392515073,10,12.725,1.65,1.65,2.25,20,unverified
525009541671702528,22,64.3,3.45,3.45,7.85,20,unverified
525009850104037376,38,195.375,6.7,6.7,27.45,20,unverified
525010084003213312,47,159.65,5.35,5.35,37.15,20,unverified
525010245811466240,5,6.15,1.8,1.8,1.2,20,unverified
525011494896148480,40,73.075,2.6,2.6,22.95,20,unverified
525011747007377408,501,2794.175,5.7,5.7,42.0,20,unverified
525012247249428482,7,29.9,5.5,5.5,2.3,20,unverified
525012561214058496,185,674.85,5.05,5.05,132.3,20,unverified
525012689568161792,38,162.725,5.45,5.45,23.05,20,unverified
525012738280792065,31,107.475,5.25,5.25,22.0,20,unverified
525012912562536448,283,1711.925,6.8,6.8,139.45,20,unverified
525013278343581696,304,1827.9,6.35,6.35,53.85,20,unverified
525015193425031168,122,396.15,3.75,3.75,50.0,20,unverified
525015836226895875,211,333.85,1.9,1.9,64.2,20,unverified
525016728091500545,14,25.075,2.85,2.85,9.05,20,unverified
525016983646244865,32,110.075,4.15,4.15,13.7,20,unverified
525017500061536258,392,3452.05,9.3,9.3,110.9,20,unverified
525018288330272768,6,14.575,3.45,3.45,2.95,20,unverified
525018717038854144,416,3517.4,8.6,8.6,48.95,20,unverified
525018799347875841,56,160.2,3.45,3.45,24.65,20,unverified
525019265888702464,29,166.025,6.45,6.45,11.35,20,unverified
525019469983531008,894,6224.55,7.05,7.05,58.85,20,unverified
525019752507658240,515,3924.525,8.35,8.35,325.5,20,unverified
525019992337551360,270,1657.1,6.7,6.7,112.05,20,unverified
525020326816927744,40,240.975,6.45,6.45,6.5,20,unverified
525020620636307456,33,96.55,3.9,3.9,20.85,20,unverified
525020733622464512,73,324.5,5.0,5.0,29.5,20,unverified
525020980037816320,6,25.55,6.3,6.3,3.6,20,unverified
525021050627973120,5,23.5,6.6,6.6,2.35,20,unverified
525021083892994049,69,150.625,2.85,2.85,35.3,20,unverified
525021103559696384,532,3601.325,8.2,8.2,260.2,20,unverified
525021132022628353,30,55.075,2.2,2.2,8.95,20,unverified
525021358879936512,44,154.95,4.9,4.9,33.05,20,unverified
525021697003782145,103,268.125,3.1,3.1,35.45,20,unverified
525022663102963712,7,12.975,2.75,2.75,2.7,20,unverified
525022700923019264,323,1738.8,5.4,5.4,0.0,20,unverified
525022821534429185,37,276.75,7.75,7.75,1.75,20,unverified
525023025792835585,21,72.375,4.8,4.8,13.95,20,unverified
525023057526947840,4,4.05,1.6,1.6,0.9,20,unverified
525023610243928064,667,3960.375,5.95,5.95,1.6,20,unverified
525023642007371776,4,15.55,7.1,7.1,2.6,20,unverified
525023858831523841,253,867.8,4.0,4.0,125.75,20,unverified
525023912221212672,13,37.85,3.85,3.85,7.0,20,unverified
525024066152169473,2,6.5,7.1,7.1,0.8,20,unverified
525024181218725888,12,37.65,3.95,3.95,4.85,20,unverified
525024518713397249,26,105.55,6.4,6.4,21.15,20,unverified
525025114111635456,746,4012.25,5.55,5.55,63.35,20,unverified
